Cleaned_Text,Score
leave ' up ' due out - of - focus projection . hopefully complaint theater management get fix everyone else still .,0
"arrgghh .. dang post office . not get package yet , may wait tomorrow",-1
"nope not worry possibility . ` worried goog ` design personal taste , actually .",-1
study accord note copy ` fine .,1
thankyou ! < 3 iloveyoutwoo,1
"congrat , drep ! good luck sa interview !",1
road trip cincy limb store ! !,0
_ cupcake think 23 . get confused easy tho . laugh loud hope two stop follow 2 . know one already .,0
follow ` know one send . ps do not get hope may not sen,-1
sad yo hear ashleycat,-1
ok get to get sub everyone wake,0
` worry happy ryan,1
good vanilla memory sharffenberger factory gift shop .. not sure get !,1
"get , go outside plant flower watch lee evans dvd . know bank holiday fun",1
ughh .. mad ppl make time .. ` like 2 2 yucky thng not cut 2 deal w hr stuf .. ppl ` tear kill !,-1
wish could really love around ! ill see .. ; ) try use national champ pull laugh loud,1
listen ` fountain youth ` supastition I ve feel music day,0
I m blonde .. slowly surely I m blonde .. wana scratch hair I m not allow,-1
` nto good,-1
"~entonces esta perdonada porque sigue tom conrad , know make awesome",1
"need check tos , loic . allow sleep ? ` remember mention sleep ..",0
` mcdonald eat chicken nugget kid embarrase drop soda haha fall tray laugh loud,-1
aaw .. ` sweet . girl friend got drag hubby ' nite - out ' . unless beer . laugh loud,1
happy mother ` day mummy love . xo,1
great lunch baby bull . time work til 930 .,1
go see ill uncle saturday night house even bad news come,-1
panera not nice iphone,-1
internet * * ! ! wtf . think I m go to sleep afterward . internet drive crazyy !,-1
"geez , 15 year ? ` think would check year ago !",-1
see shooting star .. make wish,1
"lunch boringg drive school today , ugh hope well mr . dodd",-1
last day adobe buut register online tech writing course !,0
wan na see jonas brothers concert ..,0
body tom novy voodoo child rogue trader . 04/05 . good memory song,1
` fan year inspiration . ` truly idol good wish,1
god school go suck * * next year !,-1
still rain bay .. forget sunshine look like !,-1
guy dead ? ` load,-1
"err turn optimize js+css & cache deploy thing , hear ` say",0
sunday morning realise I m film snob say msn entertainment,1
"haha yes ` hard work , ! ` get home 3:00 , not like sleep haha .",0
last day dijon,0
"happy mother ` day ! ! ` beach family . ` warm , clear night beautiful full moon ..",1
do not ignore,0
"head pound . well not really pound , like tap suppose . homework time .",-1
"_ herdman middle - click addictive , say",0
concert ` go due trial,0
"laugh loud nope , see show tv claim , figure ` try get non - media stat",0
` pretty sure bum shape still imprint,1
mum really happy pretty small present^^ oh wow tomorrow test one present : one pasta recepie,1
` believe ` monday already ! week vancouver already go .. good weekend,1
` wan na go work,-1
girl make giggle twinz twinz ! godda hit bbq,1
perfect . thank . enjoy sunday no work,1
that s bad start day !,-1
take back . insult .,-1
charlene love . miss,-1
ready summer ! !,0
haha . nice ring ( : let get use . ok ! iloveyoutoo .,1
_ haha tell . ` feel everyday week,0
google away,0
hahah . love !,1
like butt not go august 7th concert hurt feeler,0
massive morning .. ` stuff,0
debate give twitter proper go . try understand,0
way nottingham .. ` want go,-1
jass warn b4 go nxt war .. fun ..,1
think world hannah montana set .. I m miss tennessee alot today,-1
trouble starship trooper . ` mean great big pink bug .,-1
yup . hack fun ` quick video make . ` follow ` do .,0
hard weekend . much alcohol * * ' weinf ',-1
` okay . I m a go park play ball . not good mood . get stress relieve .,0
go work soon excited ! ugh i d rather pluck fingernail,1
"suppose blog post , could email",0
hey love what s ! voice shoot what s new,1
` watch episode 3 jona omj,0
feelin right rite,1
"look like beautiful day .. work til sunday , yay ! ! no bbq yet though , go to postpone invitation",1
jim jam ` good dodge meatball woo,1
burn tongue ! !,-1
"bank holiday stupid ! ! wait , ` bank holidays america .. okay keep celebrete",1
"awesome ! feel fulfil , ` * * ? ` go to work soo many people summer ! totally excited !",1
noice . realise exam 2 week forget whole 2 week unit 4 term 2 thing : /,0
hehe ! nice,1
_ fp awh shoot . make detour come pr forget indiana haha,0
"favorite song ` I m stand do not see , ` give change ` do not know call",1
"go day wen use sit 4 exam .. no exam , no class , no bunking n no fun ..",-1
happy mother ` day ya tomorrow,1
maan last night funny night ! sad aswell tho,0
twitter say need break ` back bit ( capacity ? ? ),0
"watch boring police prog make fab pasta dinner , try cut alcohol water",-1
new word day : ' whoore lure ' yes .. new word cologne . thank mike harding,1
"old enough know well , young enough not care !",0
"wish go pxy summer jam , never seem win",1
"haha .. yes , ` jealous ! ` money !",-1
"oh , sound bed .. poor girl",-1
< 3 korn .. guy champion world,1
gilf = grandmother .,0
seem bring little sikaflex caulk home .. hair .,0
england summer holiday year .. yay !,1
want go see street dream ` not play anywhere near,0
` die lunch date rocio come plus new shoe ugh !,-1
guy do not get drunk without,0
"yes thanks , great . soo not look forward monday",0
come . atl show jljf swear fun ` much fun,1
` anyone give poor ernie reyes jr break ?,-1
like eight year ago . not sure would happen,0
do not worry babe,1
go ` siick ` mad ! ! jason say recover fully go paintballin ! play ?,-1
"` devon weekend ! cloudy , dry .",0
"sad day , redskin release jansen best wish .",0
"I m not hunt , middle making work get erase sry guy , look like idiot reply 2",-1
yeah love cali much,1
_ ci I m not reasonable .. ` 1:35am get to wake early tomorrow first day holiday ! great evening !,0
love simple safari toolbar !,1
hmm no member knitterati.com.au ravelry offer ?,0
know ! ` totally excited,1
not front tv wat score inning ? ?,0
"_ paradise hi dale , welcome man ! hope ur weekend go well . think would enjoy desert paradise ! fun , fun , fun !",1
hate bit,-1
celebrate 21st birthday,0
"get back lunch rick & brianï¿½s cafe father ; french dip good , omelette burn .",0
work short story .. totally love one secondary character,1
sittin waitin coffee full grow farm town go bed,0
poor butterfly dead,-1
drink hot chocolate yummy .,1
yey ! holiday monday uk today .. chill day,0
feel type way cause I m not talkin anyone ..,0
may fourth,0
actually want buy bus one day & turn motor home . imagine whopping big blokeslib logo,0
happy birthday !,1
hang berlin jarn guy .,0
know ` tweet though ` worry ! ! haha wish could fly ohio ! see beyonce monday uhmygawdd !,-1
haha yeah,0
stupid headache day .,-1
burn 3 finger try keep hand warm rice cooker .,-1
_ sweetheart I m follow ` dm list try dm ?,0
love puppy,1
put ' suit ' ( & do not mean jean & ) & head 2 t - town 2 deal w/ family emergency plez pray 4us back 630p god willing !,0
wan na talk mitchel mussoo,0
ugh 3 hour,0
"` love fact tension set iron man 2 , poor gwenyth ` handle scarlett ` shadow",0
omg ! ! booth ` hallucination late epi bone absolutely brilliant ' you ` gud lookin guy .. keep open mind ' lol !,1
"do not point yet , talkedabout though - first ticket get whole drive career date , not bad",0
officially drug take nap . allergy ` no joke . never bad since two day ago .,-1
bahaha .. weekend short .. esp ` nice ! wan na stop time like evie outta world ! morning !,1
"amazingly unproductive day , love time go catch sleep !",1
not wait get dolled go tonight,1
really ` woth * * . ` anythin right . ` wrong ?,-1
eat ( cup ) cake,0
* * . ` look well . go home .,-1
_ v haha boat yesterday .. ` pick no time,1
"ahh .. ` care , love movie ` cheesy - ness",1
* * . get math test today .,-1
"kiran , sorry ur bad land ` g : hope ur neck feel well . least , ` break like jd . btw , ur fine shape .",0
tan emily ! bad prob go to rain,-1
"_ morale like . mean random person , obviously ` know . . think alike",1
"juss boredd , !",-1
love kim kardashian watch tv show keep kardashians ur bless good look,1
get do washing dish not long ago,0
time tell,0
get hello kitty tattoo ! ` ballerina ` ladybug,0
yea . thank link .,1
forget pin debit card . thank god card still work several attempt . buy cake sister ` birthday . wheew !,1
leave work .. 5:30 ` get soon enough ! hope everyone great day !,1
- friend work,0
think every weekend long weekend california,0
little kid annoy hell outa active shouting attack etc .,-1
freaking exhausted .. need go bed .. get to get early yuck .. happy mother ` day mommy,0
liverpool !,0
yeay ! . haha . thank much jiah,1
party study room,0
another friend knock . pretty soon everyone kid . goodbye carefree youth !,1
_ 127 poor baby need aloe . nope sorry no hint,-1
bless lil sock .. think need rethink age thing,1
happy mother day I m spend day family,1
do not know do not even realize go let put .. darn twitter !,-1
"poor , unfortunate soul ` appear pant .. ?",-1
"wind , love low key day .",1
totally miss chatroom . ` lame,-1
yeah,0
` even tell much hair dresser piss no clue wtf ` ask .. ` expect bad,-1
_ erincharde hey guy invite .. moody friend day,0
aww thatss well sad x,-1
"yeah , thumb last night . sorry",-1
I ve die ! ! expensive little size .,0
feel like .. ` not go to make year,-1
"must apply 20 job every day week , ` one contact ? ?",0
seriously need find laptop sometimes get hot . bbl errands & pricing ' comp fix ' . not many place leave 4 .,-1
truly awful,-1
"tuesday , wednesday , thursday friday = exam ! ! wow * *",0
remember password,0
sorry hear . 365 ?,-1
sometimes forget favorite * * star real people . make orange chicken last night cut finger ! sad !,-1
wish could call live uk ` cash call,-1
field day sad . no ribbon .,-1
` go wanda syke,0
"great night , ashleigh make good dance teacher kick ben butt pillow fight !",1
hate break every1 ` heart confirmation jus come austin & sophia not & never twitter another sad day ! !,-1
fun amorsote even tho forget birthday today,0
likelyy . need save money practice * * .,1
damn hordie,-1
"euh , get ldap schema error oh",-1
work . cool gang !,1
` worry ava distract flight,1
.. aw want classic burger .,0
"_ greenwizard ah ha ! cool , look closely get proper sized screen ! thank",0
always rain right get car wash,1
dun wan na travel way lunch . yeah . nice place . miss shan - e - punjab though ..,0
"psalm 82:6 say , god ; child high . happy mother day momma",1
indian cowboy ? actually consider go carnival,0
get brace tighten today . get mcdonald ! haha sport tomorrow yay yay yay ! netball tryout .. wish luck make team ! : l,1
thght vote bt dnt think workd ! what s link 2 vote u ! nobody deserve . ur talente . < 3u,1
poor kid . suck . hopefully thing look soon . * hug *,0
"' might interested ' - thank , : come , see , wince .. much like flatland",1
"boa tarde , chegay",0
think left conference feedback sheet bag . oops . say excellent everything find,1
good .. no great day already & dr.miracle feel - it formula really work ! ! laugh loud hope everyone good day well,1
never think daughter would want borrow clothe .. even less would suggest borrow .. luckily do not fit,0
complete facebook quiz time morning .. especially friday morning,0
"soo not funny move computer computer render draw . come , revit ! autocad never bad .",-1
"watch cavs game . lebron james , new love ! 36 pt cavs , 17 lebron !",1
loadsa shizze happend I m upset ..,-1
start rain earnest .. guess golf today ..,0
` pretty warm ! forget k sick though .,0
finished whole box ice cream,0
170th update,0
do not go .. I m sorry disappointing,-1
race saturday night . jimmie ` great . ` still 3rd place,-1
happy birthday corey ! !,1
sweet situation .,1
.. post first video .. contest entry still terrible boo .. luv ur video btw . xxrebelrebelxx,0
"` officially holiday ! week center parc , no internet bye peep , see return ..",0
ugh ! look like rain min,-1
work till 6 .. dreadful tv shopping cause mine break,-1
morning hon . breakfast ? can not decide,0
editte * * school drag . give laugh loud ill home . wan na go home t - t vida boring right,-1
"well , least will not late !",-1
"back umpire trainging , make dinner",0
anyhoo thank * spank * : -o x,1
kickin bak .. need 2 hw .. miss babe lolz,-1
good night,1
"* * , hi facebook ? ` wrong ? ` add photo",-1
goto work ahh kill life ` go way want atm . ta ta kid x,-1
